Item,Source,Area,EqDiameter,MinFeret,MaxFeret,MaxFeret90,Perimeter,Red,Green,Blue,MeanIntensity,SumIntensity,MinIntensity,MaxIntensity,MeanBrightness,SumBrightness,MeanDensity,SumDensity,Channel,CenterX,CenterY,ShapeFactor,Roughness,ND.T,ND.Z,ND.M,Comment
396,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.22,8.83,7.67,11.09,7.69,29.1,37765.03,26424.77,0,26424.77,141583898,14040,45078,40.32,216043.18,0.4,2167.91,Blue,291.41,380.02,0.928,1.004,N/A,N/A,N/A,
397,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,88.73,10.63,9.42,12.18,9.77,34.23,40604.54,23985.38,0,40604.54,313751317,30223,54779,61.96,478753.82,0.21,1619.84,Green,330.58,390.04,0.965,1.002,N/A,N/A,N/A,
398,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.06,9.24,8.68,10.25,8.69,29.67,40667.8,26850.64,0,26850.64,157640100,16172,46767,40.97,240543.37,0.39,2308.24,Blue,330.61,389.17,0.972,1,N/A,N/A,N/A,
399,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,98.28,11.19,10.82,12.28,11.88,36.68,37277.98,21585.55,0,37277.98,316974644,25172,52303,56.88,483672.3,0.25,2109.38,Green,345.1,405.29,0.928,1,N/A,N/A,N/A,
400,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.13,9.25,8.59,11.44,8.96,30.43,37810.75,24652.04,0,24652.04,144214425,11248,55238,37.62,220057.11,0.44,2562.15,Blue,344.78,405.54,0.927,1,N/A,N/A,N/A,
401,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,91.86,10.82,10.29,11.87,10.47,34.66,40523.39,20745.71,0,40523.39,322890368,26100,54438,61.83,492699.12,0.21,1683.5,Green,374.62,361.6,0.975,1.013,N/A,N/A,N/A,
402,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,72.95,9.64,9.1,10.69,9.36,31,40853.19,22745.45,0,22745.45,145411674,12000,50818,34.71,221883.99,0.47,3036.51,Blue,374.95,361.59,0.967,1.01,N/A,N/A,N/A,
403,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,104.46,11.53,10.4,13.58,10.96,37.16,34710.27,14628.45,0,34710.27,314475085,19075,51897,52.96,479858.22,0.28,2551.63,Green,408.01,365.23,0.963,1,N/A,N/A,N/A,
404,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,75.1,9.78,8.85,10.95,9.53,31.48,35628.26,16943.47,0,16943.47,110691686,8182,49469,25.85,168904.69,0.6,3945.5,Blue,408.43,364.5,0.964,1.011,N/A,N/A,N/A,
405,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,118.14,12.26,11.15,14.57,11.59,39.96,42619.49,20275.87,0,42619.49,435400703,26524,54928,65.03,664378.89,0.19,1932.35,Green,326.65,342.34,0.943,1,N/A,N/A,N/A,
406,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.84,10.52,9.57,13.24,10.07,34.52,43135.93,22926.39,0,22926.39,172819160,11372,62510,34.98,263705.13,0.47,3545.86,Blue,326.45,342.28,0.932,1.008,N/A,N/A,N/A,
407,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,129.33,12.83,11.44,15.13,11.45,41.99,41808.57,22779.26,0,41808.57,469635618,22501,57217,63.8,716618.02,0.21,2310.38,Green,346.57,321.78,0.937,1,N/A,N/A,N/A,
408,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.17,9.85,9.32,10.94,9.84,31.85,44968.45,28853.53,0,28853.53,189885081,11800,60279,44.03,289746.06,0.38,2473.98,Blue,346.45,321.01,0.955,1.009,N/A,N/A,N/A,
409,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,116.8,12.19,11.8,13.63,12.71,39.42,32338.82,16171.97,0,32338.82,327042441,21572,43348,49.35,499034.78,0.31,3123.61,Green,370.63,298.55,0.955,1.007,N/A,N/A,N/A,
410,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.19,10.48,9.86,11.29,10.67,33.54,33277.03,18766.98,0,18766.98,139682605,8416,55029,28.64,213141.99,0.56,4195.42,Blue,370.29,298.77,0.976,1.006,N/A,N/A,N/A,
411,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.28,12.06,11.68,13.2,11.92,38.56,34858.95,16935.04,0,34858.95,344789826,22802,44552,53.19,526115.55,0.28,2740.44,Green,363.34,277.06,0.977,1,N/A,N/A,N/A,
412,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.96,10.15,9.68,11.47,9.72,32.4,35994.99,19277.62,0,19277.62,135483141,10354,58451,29.42,206734.02,0.55,3831.49,Blue,362.77,276.61,0.983,1.006,N/A,N/A,N/A,
413,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,111.31,11.9,11.27,13.26,11.54,38.11,41320.72,21701.81,0,41320.72,397794537,27402,59726,63.05,606995.56,0.2,1970.71,Green,356.55,261.55,0.972,1.012,N/A,N/A,N/A,
414,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,97.43,11.14,10.13,12.69,10.65,35.83,40793,23154.51,0,23154.51,195539813,10363,42108,35.33,298374.63,0.47,3965.66,Blue,356.62,261.39,0.966,1.013,N/A,N/A,N/A,
415,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.88,12.09,10.63,15.58,10.68,39.92,41393.15,14174.3,0,41393.15,412855250,25995,49776,63.16,629976.73,0.2,2009.01,Green,322.11,264.88,0.918,1,N/A,N/A,N/A,
416,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,65.37,9.12,7.92,10.6,7.99,29.64,42633.52,18512.23,0,18512.23,105316073,9247,46248,28.25,160702.03,0.57,3241.1,Blue,322.13,265.18,0.951,1.005,N/A,N/A,N/A,
417,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,91.54,10.8,10.21,12.57,10.28,34.65,39441.72,18791.84,0,39441.72,314113832,30975,51081,60.18,479306.98,0.22,1772.18,Green,332.29,274.32,0.969,1.01,N/A,N/A,N/A,
418,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.37,9.67,8.26,11.23,8.7,31.37,38832.54,20094.11,0,20094.11,127738276,9532,54852,30.66,194916.12,0.53,3388.14,Blue,332.42,273.72,0.951,1.02,N/A,N/A,N/A,
419,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.03,9.97,8.97,11.77,9.06,32.11,42335.47,19385.84,0,42335.47,288219891,30204,54173,64.6,439795.36,0.19,1305.96,Green,321.88,283.98,0.964,1.006,N/A,N/A,N/A,
420,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,60.8,8.8,7.96,10.25,8.37,28.36,42830.02,20814.44,0,20814.44,110316535,10877,38886,31.76,168332.24,0.51,2692.38,Blue,322.09,283.8,0.966,1.011,N/A,N/A,N/A,
421,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.95,10.21,9.4,12.44,9.54,33.31,44216.92,28352.01,0,44216.92,314957104,32077,57821,67.47,480593.73,0.17,1234.55,Green,291.79,359.84,0.941,1.009,N/A,N/A,N/A,
422,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,68.44,9.33,8.65,11.59,8.72,30.45,44402.57,30000.69,0,30000.69,179104096,14178,51925,45.78,273295.33,0.35,2074.76,Blue,291.95,359.77,0.94,1.016,N/A,N/A,N/A,
423,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.4,9.99,9.2,11.81,9.28,32.45,50074.88,24608.57,0,50074.88,342061506,35931,65535,76.41,521953.13,0.12,810.4,Green,292.68,350.51,0.949,1.01,N/A,N/A,N/A,
424,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.47,8.85,8.01,10.72,8.68,28.9,50417.51,27131.46,0,27131.46,145153329,13610,59341,41.4,221489.78,0.4,2114.49,Blue,292.27,350.75,0.939,1.006,N/A,N/A,N/A,
425,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,84.17,10.35,9.06,12.49,9.19,33.8,46131.58,21231.64,0,46131.58,336529878,30556,65535,70.39,513513.58,0.16,1135.95,Green,286.9,340.33,0.939,1.016,N/A,N/A,N/A,
426,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,68.92,9.37,8.4,10.82,8.61,30.4,45644.84,22946.59,0,22946.59,136325684,12918,45499,35.01,208019.66,0.46,2761.75,Blue,286.62,340.46,0.952,1.007,N/A,N/A,N/A,
427,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.32,10.11,9.07,12.51,9.12,33.26,45438.66,19341.62,0,45438.66,318297787,32342,57336,69.33,485691.29,0.16,1127.9,Green,286.14,327.89,0.93,1.013,N/A,N/A,N/A,
428,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.72,9.08,7.45,11.43,7.67,30.04,46340.93,21668.26,0,21668.26,121927295,10448,44187,33.06,186049.13,0.49,2766.16,Blue,285.52,328.19,0.916,1,N/A,N/A,N/A,
429,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.66,11.43,10.49,13.87,10.49,37.11,43478.05,17370.13,0,43478.05,387824192,33199,55643,66.34,591781.78,0.18,1599.44,Green,264.63,312,0.948,1.001,N/A,N/A,N/A,
430,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.46,9.99,9.13,11.83,9.13,32.2,44223.03,19531.56,0,19531.56,133752116,9653,49355,29.8,204092.65,0.54,3704.12,Blue,264.31,312.13,0.965,1.003,N/A,N/A,N/A,
431,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,85.57,10.44,9.86,11.77,9.9,33.82,41232.04,18056.35,0,41232.04,306106673,26565,54136,62.92,467088.84,0.2,1520.38,Green,279.57,308.66,0.956,1.005,N/A,N/A,N/A,
432,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,54.98,8.37,7.54,9.75,7.6,27.07,42425.94,21319.51,0,21319.51,101821978,12752,34120,32.53,155370.38,0.49,2355.2,Blue,278.66,309.11,0.961,1.013,N/A,N/A,N/A,
433,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.61,10.13,9.26,11.38,9.33,32.44,42267.97,17966.52,0,42267.97,295157267,28568,55835,64.5,450381.12,0.19,1350.26,Green,271.83,296.08,0.976,1.01,N/A,N/A,N/A,
434,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,56.19,8.46,7.88,9.37,7.93,27.11,42626.76,19078.01,0,19078.01,93444091,9284,32216,29.11,142586.54,0.54,2664.87,Blue,271.39,295.99,0.979,1.003,N/A,N/A,N/A,
435,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.41,10.12,8.86,12.81,8.9,33.11,40816.83,17200.7,0,40816.83,285146389,31721,58762,62.28,435105.5,0.21,1454.13,Green,253.29,288.27,0.937,1.011,N/A,N/A,N/A,
436,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,59.02,8.67,7.8,10.49,7.91,28.14,39821.37,19068.29,0,19068.29,97877531,11511,33988,29.1,149351.54,0.54,2774.22,Blue,252.9,288.31,0.955,1.005,N/A,N/A,N/A,
437,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,90.1,10.71,9.21,12.62,9.21,34.78,35278.22,13470.67,0,35278.22,274887899,23314,42750,53.83,419452.05,0.27,2109.5,Green,234.12,322.42,0.951,1.004,N/A,N/A,N/A,
438,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.35,9.05,7.7,11,7.96,29.34,35747.01,15374.93,0,15374.93,86084215,8216,33002,23.46,131356.09,0.64,3574.33,Blue,234.05,322.49,0.956,1.006,N/A,N/A,N/A,
439,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,98.36,11.19,8.99,14.65,10.25,37.96,43881.89,14598.92,0,43881.89,374707460,30967,63081,66.96,571766.93,0.18,1512.92,Green,246.24,319.96,0.872,1,N/A,N/A,N/A,
440,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,72.13,9.58,8.22,11.19,8.22,31.11,43489.2,16543.61,0,16543.61,103215592,9263,25837,25.24,157496.9,0.61,3779.33,Blue,246.24,320.05,0.953,1.009,N/A,N/A,N/A,
441,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,74.07,9.71,7.39,13.54,7.43,33.37,24235.99,14076.87,0,24235.99,155522372,18434,31556,36.98,237311.93,0.43,2784.44,Green,205.69,292.42,0.85,1.019,N/A,N/A,N/A,
442,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,59.51,8.7,7.2,10.77,7.72,28.49,24000.39,15146.73,0,15146.73,79126492,8909,37449,23.11,120739.29,0.65,3385.88,Blue,205.56,292.39,0.937,1.008,N/A,N/A,N/A,
443,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.06,9.84,8.16,13,8.21,32.82,22417.73,11832.11,0,22417.73,147665584,17865,27730,34.21,225323.24,0.47,3075,Green,205.53,280.4,0.9,1.012,N/A,N/A,N/A,
444,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,50.95,8.05,6.91,9.79,7.95,26.49,22518.72,13597.08,0,13597.08,60642978,7521,30211,20.75,92535.25,0.69,3097.55,Blue,205.18,280.58,0.93,1.008,N/A,N/A,N/A,
445,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.44,10.49,8.68,14.04,8.78,34.99,31059.66,11850.29,0,31059.66,233599685,22047,44798,47.39,356450.27,0.33,2461.3,Green,234.16,297.09,0.899,1.005,N/A,N/A,N/A,
446,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,57.37,8.55,7.08,10.73,7.39,28.16,30754.72,13629.69,0,13629.69,68516470,7573,32804,20.8,104549.43,0.69,3479.34,Blue,233.62,296.93,0.926,1,N/A,N/A,N/A,
447,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,89.32,10.66,9.82,12.66,9.98,35.01,34347.76,12543.27,0,34347.76,268015592,23217,43359,52.41,408965.58,0.28,2203.83,Green,217.59,297.95,0.929,1,N/A,N/A,N/A,
448,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,62.24,8.9,7.69,10.97,8.11,29.35,34332.6,14809.8,0,14809.8,80076573,6933,31847,22.6,122189.02,0.66,3577.88,Blue,217.65,298.29,0.923,1.01,N/A,N/A,N/A,
449,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,77.34,9.92,8.54,12.58,8.64,32.98,45402.68,19113.53,0,45402.68,305060593,35301,63516,69.28,465492.63,0.16,1087.17,Green,274.27,320.75,0.911,1.01,N/A,N/A,N/A,
450,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,55.33,8.39,7.04,10.74,7.13,27.83,44842.04,21900.93,0,21900.93,106460436,11008,38842,33.42,162448.21,0.49,2372.23,Blue,273.98,320.6,0.916,1.011,N/A,N/A,N/A,
451,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.33,9.86,8.39,12.22,8.5,32.47,28947.51,12832.08,0,28947.51,191979893,21781,35573,44.17,292942.54,0.36,2360.23,Green,256.08,268.04,0.921,1.013,N/A,N/A,N/A,
452,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,63.71,9.01,8.02,11.16,8.22,29.28,29008.7,13839.28,0,13839.28,76794160,7363,28903,21.12,117180.38,0.68,3794.48,Blue,256.01,267.99,0.948,1.012,N/A,N/A,N/A,
453,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,85.06,10.41,8.99,12.2,9.61,34.01,28095.87,13334.94,0,28095.87,207600418,22146,35192,42.87,316777.93,0.37,2731.08,Green,253.94,229.09,0.94,1.01,N/A,N/A,N/A,
454,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.94,9.09,8.33,10.33,9.14,29.41,27947.42,14692.81,0,14692.81,82926220,7565,36789,22.42,126537.3,0.66,3719.84,Blue,253.97,229.29,0.958,1.003,N/A,N/A,N/A,
455,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,105.67,11.6,10.66,14.02,10.74,37.88,25933.28,12654.73,0,25933.28,236874538,17454,35129,39.57,361447.38,0.41,3702.77,Green,274.83,219.76,0.935,1.007,N/A,N/A,N/A,
456,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.87,10.15,9.31,11.71,9.34,32.53,25631.11,14049.65,0,14049.65,98431816,7159,39405,21.44,150197.32,0.68,4764.2,Blue,274.89,219.7,0.974,1.013,N/A,N/A,N/A,
457,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,100.46,11.31,9.75,13.49,10.12,36.79,32495.42,15957.66,0,32495.42,284269922,22314,42799,49.58,433768.1,0.31,2688.56,Green,329.52,211.88,0.944,1,N/A,N/A,N/A,
458,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.42,9.99,8.54,12.48,8.59,32.77,32314.14,17530.17,0,17530.17,119555774,8503,38140,26.75,182430.42,0.59,3994.81,Blue,329.19,211.92,0.932,1.012,N/A,N/A,N/A,
459,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,82.3,10.24,9.66,11.47,9.68,32.9,31531.24,18912.45,0,31531.24,224880780,25049,41079,48.11,343146.07,0.32,2278.13,Green,258.29,214.13,0.966,1.009,N/A,N/A,N/A,
460,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,53.27,8.24,6.93,10.65,7.31,27.29,31515.71,20645.7,0,20645.7,96807669,9262,40939,31.5,147719.03,0.52,2419.4,Blue,258.09,214.23,0.918,1.005,N/A,N/A,N/A,
461,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.51,9.67,8.12,11.28,8.88,32.21,27980.86,16244.85,0,27980.86,177762409,20366,35828,42.7,271248.05,0.37,2361.11,Green,265.7,192.5,0.952,1.021,N/A,N/A,N/A,
462,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,59.98,8.74,7.69,10.45,7.75,28.22,28133.38,17555.28,0,17555.28,92393445,8657,36379,26.79,140983.36,0.59,3083.09,Blue,265.54,192.4,0.961,1.004,N/A,N/A,N/A,
463,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,120.37,12.38,11.27,14.34,11.32,39.9,32448.52,14022.51,0,32448.52,337821508,23710,49249,49.51,515482.58,0.31,3207.07,Green,275,177.38,0.961,1.008,N/A,N/A,N/A,
464,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,97.41,11.14,9.96,13.09,10.08,36.25,32275.61,15153.83,0,15153.83,127701298,8707,37881,23.12,194859.69,0.65,5465.98,Blue,275.03,177.5,0.95,1.003,N/A,N/A,N/A,
465,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.8,10.02,9.35,12.48,9.59,33.41,35597.63,21066.22,0,35597.63,242989431,26725,44087,54.32,370778.1,0.27,1821.1,Green,293.79,187.23,0.901,1.008,N/A,N/A,N/A,
466,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,59.1,8.67,8.05,10.92,8.05,28.98,35561.01,23103.79,0,23103.79,118892100,10216,57604,35.25,181417.72,0.47,2399.59,Blue,293.84,187.09,0.902,1.005,N/A,N/A,N/A,
467,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,56.92,8.51,8.02,9.42,8.49,27.31,34694.76,28885.27,0,34694.76,172745211,27954,42438,52.94,263592.3,0.28,1380.89,Green,293.01,178.37,0.977,1.003,N/A,N/A,N/A,
468,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,53.61,8.26,7.58,9.51,7.95,26.51,34784.14,29423.17,0,29423.17,138141761,16488,49100,44.9,210790.82,0.35,1662.23,Blue,292.99,178.46,0.978,1.008,N/A,N/A,N/A,
469,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,95.42,11.02,10.22,12.64,10.63,35.65,35125.85,17762.2,0,35125.85,289401915,24265,42134,53.6,441599.02,0.27,2243.73,Green,344.03,193.37,0.957,1.015,N/A,N/A,N/A,
470,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.7,10.01,9.38,11.28,9.49,32.19,35853.64,18841.95,0,18841.95,129199267,9299,48667,28.75,197145.44,0.55,3792.35,Blue,343.82,193.35,0.97,1.008,N/A,N/A,N/A,
471,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.41,10.49,8.58,14.05,8.82,35.43,36151.06,20484.54,0,36151.06,271639050,20285,47944,55.16,414494.62,0.26,1984.8,Green,359.73,180.79,0.881,1.003,N/A,N/A,N/A,
472,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,58.62,8.64,7.56,10.67,7.98,28.31,36879.36,24915.19,0,24915.19,127316597,11331,65535,38.02,194272.67,0.45,2284.29,Blue,359.87,181.05,0.935,1.009,N/A,N/A,N/A,
473,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,83.85,10.33,8.34,13.24,8.44,34.59,22387.46,10569.09,0,22387.46,164413488,14826,31096,34.16,250878.9,0.47,3462.26,Green,168.98,229.62,0.894,1.001,N/A,N/A,N/A,
474,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,65.83,9.16,7.52,11.17,7.6,30.05,21937.61,11567.62,0,11567.62,66247767,5817,28266,17.65,101087.61,0.77,4385.41,Blue,169.02,230,0.927,1.011,N/A,N/A,N/A,
475,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,78.95,10.03,8.45,13.13,8.73,33.41,18734.69,12500.13,0,18734.69,128257687,13279,23321,28.59,195708.69,0.55,3737.12,Green,186.32,234.32,0.901,1.004,N/A,N/A,N/A,
476,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.58,8.85,7.58,11.6,7.97,29.58,18591.36,13161.53,0,13161.53,70690596,5810,23728,20.08,107866.94,0.71,3802.29,Blue,186.24,233.89,0.903,1,N/A,N/A,N/A,
477,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.18,9.85,8.32,12.17,8.36,32.08,30236.22,13818.82,0,30236.22,199649749,24710,37533,46.14,304645.99,0.34,2225.96,Green,260.16,255.99,0.945,1.008,N/A,N/A,N/A,
478,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.16,9.04,7.68,11.06,7.72,29.56,30092.2,14609.84,0,14609.84,81742036,8382,39657,22.29,124730.35,0.67,3731.11,Blue,260.3,256.19,0.939,1.01,N/A,N/A,N/A,
479,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,64.49,9.06,8.02,11.3,8.08,29.58,21310.1,12470.22,0,21310.1,119762757,16641,30478,32.52,182746.25,0.49,2759.66,Green,217.81,217.93,0.94,1.013,N/A,N/A,N/A,
480,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.74,9.22,8.34,10.86,8.69,29.78,21279.11,12334.13,0,12334.13,71710621,7049,25337,18.82,109423.39,0.74,4274.49,Blue,217.99,217.93,0.965,1,N/A,N/A,N/A,
481,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.93,10.15,8.67,12.38,8.75,33.23,26769.79,14715.91,0,26769.79,188030986,19896,31837,40.85,286916.89,0.39,2742.5,Green,214.82,207.51,0.935,1.004,N/A,N/A,N/A,
482,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.78,9.29,8.21,10.75,8.66,30.03,26656.16,15475.19,0,15475.19,91736939,8195,33490,23.61,139981.6,0.64,3773.24,Blue,214.7,207.61,0.96,1.006,N/A,N/A,N/A,
483,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.33,10.11,9.57,11.7,10.22,32.68,28235.94,19703.04,0,28235.94,196239791,19337,34318,43.09,299442.73,0.37,2549.9,Green,232.06,191.45,0.959,1.013,N/A,N/A,N/A,
484,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,52.82,8.2,7.77,9.3,8.25,26.36,28596.53,21890.5,0,21890.5,101856494,9477,43436,33.4,155423.05,0.49,2272.38,Blue,231.9,191.67,0.974,1.005,N/A,N/A,N/A,
485,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.9,10.21,8.48,12.51,8.55,33.35,27987.25,14111.84,0,27987.25,198793456,21271,35395,42.71,303339.37,0.37,2632.14,Green,185.47,141.34,0.937,1.001,N/A,N/A,N/A,
486,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,57.49,8.56,7.58,10.03,7.79,27.74,27635.8,16308.47,0,16308.47,81640224,9171,33781,24.89,124575,0.61,3073.52,Blue,185.54,141.62,0.954,1.007,N/A,N/A,N/A,
487,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,85.84,10.45,9.59,12.09,9.62,33.76,32054.15,13675.58,0,32054.15,238546980,23243,38184,48.91,363999.36,0.31,2317.73,Green,221.05,150.74,0.96,1.008,N/A,N/A,N/A,
488,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,60.99,8.81,7,11.04,7,29.13,32177.2,16163,0,16163,85518410,7402,34376,24.66,130492.73,0.62,3299.61,Blue,221.74,150.46,0.92,1.013,N/A,N/A,N/A,
489,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,83.28,10.3,8.21,13.44,8.6,34.41,34111.62,16256.44,0,34111.62,248162024,25369,44908,52.05,378670.98,0.29,2075.15,Green,242.52,153.34,0.896,1.018,N/A,N/A,N/A,
490,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,63.76,9.01,7.81,10.7,8.13,29.22,34603.53,18271.65,0,18271.65,102047173,9204,42949,27.88,155714,0.57,3172.36,Blue,242.05,154.13,0.955,1.01,N/A,N/A,N/A,
491,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87,10.52,8.38,13.41,8.49,35.07,32705.99,14481.2,0,32705.99,247420834,21956,45019,49.91,377539.99,0.3,2299.65,Green,237.08,146.68,0.904,1.002,N/A,N/A,N/A,
492,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,65.35,9.12,7.37,11.21,7.94,30.11,32638.83,15992.53,0,15992.53,91317340,7412,40183,24.4,139341.33,0.63,3577.27,Blue,237.07,146.78,0.924,1.004,N/A,N/A,N/A,
493,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,107.23,11.68,11.39,12.85,12.64,37.96,38821.71,20008.2,0,38821.71,361430088,24536,49095,59.24,551506.96,0.23,2137.97,Green,328.34,164.76,0.95,1.009,N/A,N/A,N/A,
494,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.63,9.28,8.96,10.39,9.16,29.73,39207.75,24495.37,0,24495.37,145233026,10868,54315,37.38,221611.39,0.44,2586.8,Blue,327.58,164.48,0.976,1.009,N/A,N/A,N/A,
